order_id,user_id,order_date,order_status,payment_method,updated_at
a8c4a0ca-d0a4-431a-bc00-f3e74c91ef0e,da3465d9-89cd-40e7-825a-2dd465333140,2025-05-28 10:14:55.541465,cancelled,paypal,2025-05-28 10:14:55.541465
02568225-a6b7-4891-bc3d-dbfc32167340,da3465d9-89cd-40e7-825a-2dd465333140,2025-05-28 10:16:04.542022,delivered,paypal,2025-05-28 10:16:04.542022
374e6538-8d54-4038-9a26-2279225b74ad,b363d272-d018-4ce6-a7c3-bd9e2f54f0e5,2025-08-18 10:46:02.372265,delivered,credit card,2025-08-18 10:46:02.372265
914ba9bb-60f9-4495-a486-07c22059ad46,13093c17-6c09-4d0a-9f4f-e355baa6961c,2025-07-22 06:11:19.963891,shipped,bank transfer,2025-07-22 06:11:19.963891
f7636b4d-cada-4122-8374-88649981d28f,88db3692-35c0-4003-92cb-03ebfd523fad,2024-06-20 16:04:19.987088,shipped,credit card,2024-06-20 16:04:19.987088
f3ebe658-17e1-48f6-a03e-7003e29cb897,451972c4-31d9-4d32-ac99-ce56a58aabb5,2024-05-31 20:08:20.951692,shipped,bank transfer,2024-05-31 20:08:20.951692
c520d50f-a0ff-4498-82f4-298f6ffad356,9dc33d41-0434-46c3-a64d-cc1d16f28319,2025-07-15 19:38:09.916126,pending,bank transfer,2025-07-15 19:38:09.916126
593acb51-178b-45e7-b406-d6e033013b08,4312153d-484f-4f7c-a44f-52f41b696031,2024-05-27 14:34:59.764534,shipped,bank transfer,2024-05-27 14:34:59.764534
0fda6ca4-107a-4bcc-ac20-d2016b88ccd0,75a09875-56db-47ac-902a-73aeb81e1682,2026-01-13 07:19:43.993420,pending,bank transfer,2026-01-13 07:19:43.993420
0e8fed60-d007-4d07-bffa-ea11b8469295,e355ce16-55a4-4eab-b354-b4be42c91aaf,2024-05-07 07:55:31.276705,delivered,bank transfer,2024-05-07 07:55:31.276705
34b34dcb-8b2c-45b5-b039-0686400d083a,e355ce16-55a4-4eab-b354-b4be42c91aaf,2024-05-07 07:55:25.275548,pending,bank transfer,2024-05-07 07:55:25.275548
f4d1183f-76f8-4f17-ad1b-143e1da6536d,78597bc6-43e9-494c-b217-f93cac6082a4,2025-12-14 20:53:00.737164,delivered,credit card,2025-12-14 20:53:00.737164
68b49b00-c867-48b2-99da-5f47e3caa0c4,78597bc6-43e9-494c-b217-f93cac6082a4,2025-12-14 20:53:49.737030,pending,paypal,2025-12-14 20:53:49.737030
b96a33aa-e090-42d7-94ce-6f0f75d9704d,d674998a-6a97-4bce-a736-59efaa1c5dca,2024-09-25 20:10:54.001372,delivered,paypal,2024-09-25 20:10:54.001372
e6a98352-de8c-4a13-9bdf-d4cea125151b,b2932bfb-4265-4798-8b80-afa6fab1fa12,2025-11-11 00:03:52.848241,shipped,bank transfer,2025-11-11 00:03:52.848241
4201938b-9714-44b7-b522-f610ef263a84,23593443-3ae6-4863-a544-8d5513c7f140,2024-07-24 11:10:28.502821,pending,credit card,2024-07-24 11:10:28.502821
f86e92d6-1456-4858-9f63-bcb289a89d04,a4d37418-581e-40ef-b8ef-6c712b9fff6a,2024-07-16 14:35:38.737963,pending,paypal,2024-07-16 14:35:38.737963
c930c9f3-dee7-4ad7-9168-b433c5188d4d,4e2da257-8074-41ed-8ea4-ae7336955a61,2025-05-06 04:18:48.340393,shipped,credit card,2025-05-06 04:18:48.340393
8b16f0a7-f6fa-46a1-8681-87e9a46d4b51,2036971a-323f-4f19-923c-c117da1a9b09,2025-08-21 00:27:37.104626,shipped,bank transfer,2025-08-21 00:27:37.104626
2d53a810-fc01-446c-94ac-13ced4d05762,565fa125-eb85-405d-9cfa-2010ff51cc96,2025-04-24 02:13:10.116288,cancelled,credit card,2025-04-24 02:13:10.116288
969040b0-5182-48dd-9696-5a15acac1b18,caa5d22a-6ed7-449f-80fb-bb9017722cf0,2025-02-25 19:26:10.584338,pending,credit card,2025-02-25 19:26:10.584338
b281738e-d7c7-48e6-a495-430e0d6f885a,b907e44b-0e4c-4983-82ff-51e0e21d4d53,2025-03-31 22:47:35.721466,pending,bank transfer,2025-03-31 22:47:35.721466
11285804-1243-461c-ae34-097ac6ac61e7,d622d179-bb5a-445d-9353-22bf1dee8ebf,2025-05-10 13:40:35.848609,shipped,bank transfer,2025-05-10 13:40:35.848609
4766229e-0895-4f3c-b941-a6a46b2afb3a,d4a42bf0-b96a-4305-bed1-d8f8153d2c6b,2025-05-29 23:49:44.982941,delivered,bank transfer,2025-05-29 23:49:44.982941
640b1814-2812-49bc-9d3c-d2be08a97c0f,ec2c4f79-d249-48d2-800d-f7649d46ea9a,2024-09-26 08:21:22.984120,pending,bank transfer,2024-09-26 08:21:22.984120
c798c498-499d-4830-8d67-6a99a94a3567,33a37a74-8046-4354-b822-58a7d306e664,2026-01-20 21:59:42.069226,delivered,bank transfer,2026-01-20 21:59:42.069226
8d3f433b-f2d1-46c1-bc8a-d01638080dba,63a35592-34ef-4156-a55a-b787a292bd6c,2024-04-19 19:32:48.409976,cancelled,credit card,2024-04-19 19:32:48.409976
4014c0f8-ce2f-4af4-97f0-48021e684eac,404c86f1-6cc2-420f-83a0-2289b88ba445,2025-05-01 22:44:47.603948,shipped,credit card,2025-05-01 22:44:47.603948
4b5fdf70-3918-4b72-91c1-f266ce9ca015,81e4ee99-0c28-4323-927f-6d1f9b0dfaab,2026-01-27 00:57:13.434309,cancelled,credit card,2026-01-27 00:57:13.434309
f86561ef-1131-45d2-8346-cce58895d134,c60e35b6-6864-4e6b-b400-c7a10de825b2,2025-01-09 09:30:53.975223,cancelled,credit card,2025-01-09 09:30:53.975223
1d3c9859-2ccb-47cb-a68e-d827cd101511,698f3072-05ba-48a1-973f-7fd5dca9b10a,2024-09-21 18:27:58.034582,shipped,credit card,2024-09-21 18:27:58.034582
4f8ccb0b-ee6f-43f3-8a5e-6705d1f80fcf,0fd68618-ba6b-495c-aec9-c1996c27ca62,2025-01-09 03:25:38.533028,pending,paypal,2025-01-09 03:25:38.533028
8e9a8e72-93fc-4973-b631-5c550ca3e980,9a4ef6fc-79a0-4727-90e2-9558b03d3665,2025-07-17 03:21:40.370449,shipped,paypal,2025-07-17 03:21:40.370449
c6573806-3841-4305-925d-5ccda8f5314f,fb6e5531-3779-4ead-b6d4-017df8490b53,2024-05-31 14:16:50.125201,shipped,paypal,2024-05-31 14:16:50.125201
a0c4e637-565e-47b8-9514-e86e54ad2b86,d14c6d19-ab44-4946-935b-cc84fd030266,2026-03-13 20:57:26.438840,shipped,bank transfer,2026-03-13 20:57:26.438840
072c5869-d4c9-43f2-8a4f-48b2d25163ad,426664cf-306c-4d84-8c60-507b8d73f2a6,2025-04-21 08:47:24.682320,shipped,bank transfer,2025-04-21 08:47:24.682320
57e69df9-a142-470e-b197-e38d84dc5e33,607a93ea-640a-4369-b395-30892692a7e6,2025-06-04 20:36:13.626738,shipped,bank transfer,2025-06-04 20:36:13.626738
fa3d5527-1d9b-4450-a7f4-df9519f58e82,535fc8cc-c914-43ac-af4a-bf3149dff748,2025-04-09 10:06:15.809820,delivered,credit card,2025-04-09 10:06:15.809820
3d596f7b-3377-4ed1-b039-ba0d1192e4dc,535fc8cc-c914-43ac-af4a-bf3149dff748,2025-04-09 10:07:11.810670,delivered,credit card,2025-04-09 10:07:11.810670
a8f75fed-0ae7-40f7-9d0a-afe2adc8a219,cb8a051a-b279-43d5-aec3-35f757df4c9a,2024-05-11 16:17:54.445515,delivered,bank transfer,2024-05-11 16:17:54.445515
28f93da0-4721-4489-9f27-6ba796870bf1,e27e12e4-9e41-40e7-9d0f-c8c20f337fe5,2025-05-13 09:38:37.965006,pending,bank transfer,2025-05-13 09:38:37.965006
3a6fd931-5358-40aa-928b-9e4d03c50ab3,1116bead-2f63-4877-b1b7-70726e28b3e9,2024-04-20 12:34:05.318222,cancelled,bank transfer,2024-04-20 12:34:05.318222
d2ec1379-8040-4ea6-b245-5848cbcf3687,db7de40b-2588-4022-a8b6-80fb6cf4d2fd,2026-01-28 10:13:54.551096,shipped,credit card,2026-01-28 10:13:54.551096
cf40ee1a-f189-4189-b110-7d36797d31c4,543fb086-6e4f-4b1c-81cf-1f8da5a49785,2025-01-12 00:09:00.433125,pending,paypal,2025-01-12 00:09:00.433125
8400bf6e-32c2-468c-973d-c559122beb5e,6692e257-9ed5-4b35-a7de-d7f88f06eb0e,2025-04-09 02:34:33.063138,pending,paypal,2025-04-09 02:34:33.063138
1c1e4c10-aaf2-424e-be54-6eed1475e3a1,80061969-f243-4fb4-ac7e-dd94397f9ba7,2024-03-31 23:01:49.585169,pending,bank transfer,2024-03-31 23:01:49.585169
1c8e1029-825d-42b4-a966-b97edb73a0c0,3ccfd7d2-b8ec-4c1d-8912-280e2cfaf3c4,2024-12-16 15:04:12.903495,pending,credit card,2024-12-16 15:04:12.903495
0bd1fe08-2f26-455a-bb6d-b4c46dac527f,6c88e9d7-c9ef-4cdf-bd76-c659256d1405,2024-06-19 14:39:59.878925,cancelled,bank transfer,2024-06-19 14:39:59.878925
9d42cad0-94e6-4ced-88ec-8cc6e4f6be87,7ba843a3-e703-4c12-82b1-089197d90588,2025-03-05 09:21:28.365176,delivered,credit card,2025-03-05 09:21:28.365176
4a49d83b-4f5c-4a32-8a78-98e6a618a46b,b21d8ed2-6dbb-40f8-964f-05a1a68e851a,2024-04-07 12:36:14.950431,pending,credit card,2024-04-07 12:36:14.950431
00903816-4b47-42fc-a617-836bdbd141b4,9ef9ab9a-3141-4cc0-99ff-60d67eb7d909,2024-06-21 03:02:03.183791,delivered,paypal,2024-06-21 03:02:03.183791
436da10d-b8ec-46fe-8a5e-84b3beaf7c57,c8b4c241-c0d4-4af4-b659-7e63070a0069,2024-09-24 17:57:23.500871,delivered,credit card,2024-09-24 17:57:23.500871
915490f6-807a-4c52-990c-f751c3f02831,c8b4c241-c0d4-4af4-b659-7e63070a0069,2024-09-24 17:55:36.499382,cancelled,credit card,2024-09-24 17:55:36.499382
bf8ae3f5-b1dc-4ffc-aaef-91c81ac9c9d3,39347ab6-521b-4730-9011-d01af3c7f5f2,2024-05-18 07:33:28.523124,pending,credit card,2024-05-18 07:33:28.523124
4e509dce-d5d9-411e-a37e-5f5235d2bcad,aa92e1d3-150a-4591-97e8-a949d483cb09,2024-12-13 17:44:26.359978,pending,bank transfer,2024-12-13 17:44:26.359978
776a6a9b-dfdb-43e2-a1b1-107e6a40e034,4068bf01-1387-4760-b31d-6e22cc2e4560,2025-02-24 05:39:10.824908,cancelled,credit card,2025-02-24 05:39:10.824908
2843ab02-7569-4fd5-91a5-83c4b6eeac61,bffb163b-b490-48bd-b95f-d28824c382be,2025-06-12 09:47:38.417196,cancelled,paypal,2025-06-12 09:47:38.417196
d15ca103-a5cb-490f-a536-604426fdf58f,bffb163b-b490-48bd-b95f-d28824c382be,2025-06-12 09:48:35.419505,pending,bank transfer,2025-06-12 09:48:35.419505
3a9368d1-2969-42d3-b0ab-e9c85fc02441,823e761e-4589-4470-9747-f9e184d1bd4b,2024-04-02 14:08:09.169786,shipped,paypal,2024-04-02 14:08:09.169786
290ddbe4-d9a4-4ccd-baf3-d8e54aaa77eb,1dc13d33-2b15-422c-b7cc-5cc93c41e680,2024-06-29 12:59:39.916880,cancelled,credit card,2024-06-29 12:59:39.916880
2e790459-2afa-400e-b6d9-c8d4eda96d69,3ceaefbc-f828-4fda-84c8-4743966a66e9,2025-08-13 07:12:37.204853,shipped,bank transfer,2025-08-13 07:12:37.204853
35e45ef6-b184-468c-b48a-f1d5d74c519d,62b6c581-22ac-4bed-ad11-2b4cbe6ad03d,2026-03-10 19:27:41.179129,cancelled,bank transfer,2026-03-10 19:27:41.179129
a2cf6a8b-5e20-4bf5-968e-9ea793c53f25,e6cb1d28-0d92-436a-8dac-08c793b12009,2024-06-23 09:41:55.967958,delivered,credit card,2024-06-23 09:41:55.967958
68dadbb3-5c32-4961-bb2f-297d11e55363,141a0f65-6e06-412f-8322-d91714a277c2,2025-06-12 01:23:42.221858,cancelled,paypal,2025-06-12 01:23:42.221858
ae3fdd5f-8d0c-4808-9ac1-7492a0e3fbf5,3b68a68f-f7c1-4480-90ea-25b4ddcbab13,2024-09-12 06:47:57.027516,pending,credit card,2024-09-12 06:47:57.027516
d082804c-2ae5-446b-acac-cdfed6f8e0d6,3b68a68f-f7c1-4480-90ea-25b4ddcbab13,2024-09-12 06:47:42.027555,delivered,credit card,2024-09-12 06:47:42.027555
c9599492-e52c-438e-a3ca-c64b772160ec,b73b35fe-e917-4ed1-9c9e-1d5702968285,2025-09-01 02:27:15.660339,pending,paypal,2025-09-01 02:27:15.660339
0b1c0116-5ad1-404c-8397-028dd0b6ba75,839bedd0-7812-41bc-aa1a-f070329c9dfa,2025-07-18 03:27:58.794148,delivered,credit card,2025-07-18 03:27:58.794148
e260039d-e03f-45f2-bdd4-22221b1e1933,80dc7539-36dd-4bc1-9e74-cb6a51a42ce7,2025-12-03 16:49:24.249289,delivered,paypal,2025-12-03 16:49:24.249289
5b32a704-e088-492b-8943-39e05fa94fe2,80dc7539-36dd-4bc1-9e74-cb6a51a42ce7,2025-12-03 16:49:33.249559,pending,bank transfer,2025-12-03 16:49:33.249559
516881a1-6de8-42e4-92cc-7134f17510ac,a45acb19-02ef-434e-8948-db2201fe513a,2026-01-06 17:50:46.071291,pending,bank transfer,2026-01-06 17:50:46.071291
782b76f4-1f9b-41d4-a69e-61eda148a58e,45eece4b-3c70-4e2a-973d-5f9a8d4379db,2024-03-23 12:14:14.056414,cancelled,bank transfer,2024-03-23 12:14:14.056414
20e5a4cd-8843-4cb5-8b54-acd0b5663d62,dd9101be-90db-43f6-b0b8-f7f49f69d845,2025-10-23 09:19:22.898728,shipped,bank transfer,2025-10-23 09:19:22.898728
48768b92-4ecd-43c4-800e-96acf78e7361,328473c2-c134-418f-92e5-19927fe8730e,2024-11-15 20:11:54.113274,pending,paypal,2024-11-15 20:11:54.113274
630f6963-cc66-4991-8248-65e65d242ff6,9e5459c5-7fd8-4ca0-8049-0600f8c93397,2026-02-07 13:56:14.922029,delivered,credit card,2026-02-07 13:56:14.922029
38ae639b-7987-480d-8778-0c9ec7e2b7b8,d1bb5622-4260-4e08-9e78-209e6290129a,2025-11-20 02:28:58.384787,shipped,credit card,2025-11-20 02:28:58.384787
839a457f-2f48-4e68-baad-6e8a21198e7e,b1843535-eaaa-4624-959f-923f024c9d9c,2025-06-16 18:54:29.569077,cancelled,paypal,2025-06-16 18:54:29.569077
20c61af6-4ace-46d9-85a1-3ea1011efe1e,5f2a8572-e330-43e1-a057-6129760f1514,2024-06-13 19:04:16.996333,pending,credit card,2024-06-13 19:04:16.996333
963fea97-345e-4e44-a28d-cfb372733cfd,5f2a8572-e330-43e1-a057-6129760f1514,2024-06-13 19:01:25.994869,cancelled,paypal,2024-06-13 19:01:25.994869
ebcf8f94-bc1a-494b-a071-fdc2b9fdb77d,6f93327d-4ea6-45cf-b3ab-d8314d7f7468,2025-04-16 06:35:10.659052,shipped,paypal,2025-04-16 06:35:10.659052
156fd7cf-3f59-42e6-a2ca-4d6d3ebc5194,ce21e01c-1d6f-4a80-9508-b722785329a9,2024-09-07 23:34:12.075737,cancelled,bank transfer,2024-09-07 23:34:12.075737
6d68c235-3e27-4de7-acb5-ad17af88a9b2,63e27bd0-22be-450f-ac86-934382d321df,2025-03-13 00:03:19.820435,pending,bank transfer,2025-03-13 00:03:19.820435
f00ea29d-01ad-4eb3-99a7-b11004128fb4,d7bcb8d2-5aa2-4f1a-9f88-ac2ab614c52a,2024-06-02 19:59:58.446210,delivered,bank transfer,2024-06-02 19:59:58.446210
d57de53d-bc5b-4e3a-82c0-0e3d904ab316,03047d1c-5612-472b-b700-ddb411296037,2025-02-02 04:24:46.958319,pending,bank transfer,2025-02-02 04:24:46.958319
9b44b13e-a0a2-4284-81e9-684ed3c87150,5ed8d093-e1f2-4d69-9194-a2fd57756632,2025-05-17 20:52:47.060816,delivered,paypal,2025-05-17 20:52:47.060816
cea6eee3-404d-4597-9e49-08b0c3e6319b,c1d86237-8ed3-4d0c-9b75-3d0e718e9264,2024-06-20 12:04:06.442670,shipped,credit card,2024-06-20 12:04:06.442670
67f8a403-05ea-40c5-ba41-388fa04e33bd,51f5cb7e-e975-4bd6-8a63-6ba5a0d0940f,2025-09-18 08:44:25.277264,pending,paypal,2025-09-18 08:44:25.277264
97095584-f3d1-47d7-838f-b640d31b44b9,a644190b-e548-4340-9a30-51c3b22dd541,2024-08-20 23:21:44.191111,cancelled,credit card,2024-08-20 23:21:44.191111
f8333653-8994-47d2-a282-7ba8c3272928,0fcf6e75-a37c-4f11-80d9-70748a89f143,2024-05-06 12:47:02.304542,cancelled,paypal,2024-05-06 12:47:02.304542
ac5f543d-5ff0-4e74-81e2-81edce622209,4bb59717-e496-4807-9883-88fef362b7ca,2025-01-02 14:11:43.905097,cancelled,paypal,2025-01-02 14:11:43.905097
1308ee35-7194-4cc4-b432-37a7ef6b6c36,947956df-4d0f-41b3-aa0f-14a814c676e2,2025-08-18 03:53:19.679412,cancelled,paypal,2025-08-18 03:53:19.679412
4a6fde70-5133-4523-a933-45b8bc5f8a5b,4381b238-b6c5-4197-a280-ea23d7702e6e,2024-10-27 17:04:46.151661,cancelled,credit card,2024-10-27 17:04:46.151661
5322ee8f-41d2-46e9-acb8-5bd4496035f2,40e3fe26-1f42-4ffe-9612-3ecd11d8f7b4,2026-01-08 11:51:34.325757,shipped,paypal,2026-01-08 11:51:34.325757
0a4a90f4-0378-4bed-8c8c-d388f9ed09f0,539eceb1-6f78-40aa-9263-aba24715fe03,2026-03-12 16:00:56.378405,pending,bank transfer,2026-03-12 16:00:56.378405
6dc1fead-6129-496b-adca-e4f16f7e0375,8d4ad8fc-6bb3-4752-b3cb-9cba5f71f537,2024-09-01 01:25:25.012290,delivered,paypal,2024-09-01 01:25:25.012290
148e40d9-e534-4d25-be32-3af0498e8829,1f91535e-3789-402a-8225-b8b1715fa66c,2025-04-17 23:04:40.234040,cancelled,paypal,2025-04-17 23:04:40.234040
29e5039b-52b9-4d7b-a1b0-c8e75821c044,abe594e1-c345-4317-8e7d-b439a577d497,2025-11-24 01:17:14.810214,delivered,bank transfer,2025-11-24 01:17:14.810214
73cb2695-7816-4ccb-b64f-70304f9bc12b,a63b6c9f-cd97-4b02-9354-0737ef3ee855,2025-01-24 12:17:55.717287,delivered,credit card,2025-01-24 12:17:55.717287
b2861436-7c7f-4ce3-807d-7bf9eb5a248a,00805c67-f868-4f4e-a9c6-f760473f1029,2025-03-29 02:24:05.147022,delivered,credit card,2025-03-29 02:24:05.147022
ac0a0d9d-e3ae-4b2a-8cbd-bf4b6e8b6e54,4f4d28a1-7e3c-4977-82ca-590e278ff760,2025-04-06 18:36:53.427160,shipped,bank transfer,2025-04-06 18:36:53.427160
fb0ba48c-eafe-4984-b667-937497f5533b,6a9ecfbe-5f1c-402f-9531-db26d594ce06,2025-03-01 21:52:56.330653,pending,credit card,2025-03-01 21:52:56.330653
a45617ce-0011-4e58-b070-ab6a8d448a64,d0d38a9b-2232-40ca-9bdb-058565dc7c5d,2024-09-27 23:37:44.139793,cancelled,credit card,2024-09-27 23:37:44.139793
9a5e7f19-6f8c-4c22-8ebb-cfe711ee0e9c,7159b7a6-634b-4b03-9ea3-6a11cf9be242,2025-06-28 13:56:26.322651,delivered,paypal,2025-06-28 13:56:26.322651
132c230d-b7af-4412-a60f-d110e30ea9f3,8a2e9624-7e19-4fe7-b51d-f5e90698dd6e,2025-03-17 08:06:24.192567,shipped,paypal,2025-03-17 08:06:24.192567
31254af3-d98d-4193-b79b-9809e5cd269d,8a2e9624-7e19-4fe7-b51d-f5e90698dd6e,2025-03-17 08:06:22.191107,delivered,bank transfer,2025-03-17 08:06:22.191107
835a0fda-3c04-450e-8060-57a3a073cd4e,3c253eb3-1103-48e5-9d41-b60b9a2e3548,2024-06-17 04:19:18.424174,pending,credit card,2024-06-17 04:19:18.424174
0676676d-0d04-479b-bd13-af9e55fda441,2fd505b1-d149-4965-b37b-86b2f3072cbd,2025-04-11 13:14:01.572755,shipped,paypal,2025-04-11 13:14:01.572755
506713ea-4c65-4db5-863e-cc1219e31a3f,6ba72190-debf-47b5-bcc7-303fe1daa14e,2025-05-16 14:52:30.973327,shipped,bank transfer,2025-05-16 14:52:30.973327
88545a0d-d5ef-4f49-afd9-02546dee4228,cfd68f90-ecb8-4955-b14d-f342e749c5c4,2025-05-23 10:28:34.638659,delivered,bank transfer,2025-05-23 10:28:34.638659
16c97de7-2b04-407a-85c5-f6fbbc43377b,aeb8ee1f-9a5a-46c0-9603-20b3a097bb98,2026-01-17 18:04:03.333763,delivered,credit card,2026-01-17 18:04:03.333763
d411f54e-715c-4d14-9ad8-1181d608a0ff,aeb8ee1f-9a5a-46c0-9603-20b3a097bb98,2026-01-17 18:04:45.334667,shipped,paypal,2026-01-17 18:04:45.334667
1fd8dcd1-b4dd-4307-8b30-bc627fa1d66b,3d6ff039-6a8f-4f83-9a08-89a9c599ee2c,2025-07-21 04:35:07.883141,pending,credit card,2025-07-21 04:35:07.883141
4fbc3631-4f1c-4b7f-9442-bbb66dc1eb13,b41636bc-70af-4ee4-98ad-4c90b8a7126f,2025-11-25 16:12:32.626478,cancelled,credit card,2025-11-25 16:12:32.626478
36044a6a-3b13-4ed2-baba-7fbd83640824,9e5fa747-03fe-428a-919c-ce6981bf8129,2024-05-28 07:57:48.121612,cancelled,credit card,2024-05-28 07:57:48.121612
d05f6669-0e0a-4ba9-b0f4-795e03d29f9d,1f88ee0b-f36c-4018-ac26-f9155accbebb,2026-02-25 01:20:37.445463,delivered,paypal,2026-02-25 01:20:37.445463
0e4f078c-705a-4fab-9002-59180750db17,d554e9aa-eb2b-40c5-85f4-771bc4b41b40,2024-08-27 09:27:38.110243,shipped,bank transfer,2024-08-27 09:27:38.110243
b62ee9c7-bb66-428c-a8fe-bf18eeafcad7,52fe75f2-6b30-4d55-a465-0b74ca612392,2025-02-17 15:04:30.881835,pending,credit card,2025-02-17 15:04:30.881835
9efc595b-540b-4e63-b1aa-b49d65ad220f,51c0aa8f-4f97-4c33-bf83-dd3c10e895bb,2024-09-29 18:08:00.106232,shipped,paypal,2024-09-29 18:08:00.106232
b7678691-28a0-4717-993c-9d03cd56c641,bb5f0118-9934-4c81-b04a-85b9082975aa,2025-07-02 07:37:04.871341,shipped,bank transfer,2025-07-02 07:37:04.871341
561255c2-559b-44d8-9429-68e0e0fa14a8,e1bd5757-8e38-416a-bd07-ad56f03a918d,2024-09-04 17:49:22.928294,delivered,bank transfer,2024-09-04 17:49:22.928294
73cff184-9a3f-43af-97bf-c02644bf8bc1,b8a29992-d72e-48ac-8294-ece015778260,2024-10-22 16:32:10.591561,cancelled,credit card,2024-10-22 16:32:10.591561
9406b31c-c81e-44bd-882c-59d780bd9d15,770ad902-38ff-485f-94dc-432c6df5fad8,2024-08-15 20:34:28.250957,shipped,credit card,2024-08-15 20:34:28.250957
4338d38e-ee59-447a-8c12-010015540165,adac15e2-a1e6-4dd3-a660-ec5207f8eef3,2025-09-02 10:20:27.015804,pending,credit card,2025-09-02 10:20:27.015804
e56f107a-b786-4e27-acad-a219e7b5ac9d,0bc10525-8069-4b57-985d-97cedb64ed4b,2024-08-08 06:52:27.261840,delivered,bank transfer,2024-08-08 06:52:27.261840
36994369-57c5-4b61-9ca8-55942b8bb736,18398c5e-ce70-4666-8880-8d7d442ab2d4,2024-06-27 22:35:06.933031,pending,credit card,2024-06-27 22:35:06.933031
e36b4fca-aecb-4e3b-996a-9e1e151f29e3,3138791f-8e82-4858-b76b-0cfbc219134d,2025-07-26 21:47:38.924849,pending,paypal,2025-07-26 21:47:38.924849
9e3c5f31-4e91-49f8-a31b-392cbbba8321,36824182-f8fa-41fb-84b9-66339949135d,2025-04-04 22:30:20.921691,delivered,paypal,2025-04-04 22:30:20.921691
3d321357-3872-4ab1-8a86-96464aefc2cf,79130b60-8f85-4451-a537-b2e92f5ee4ff,2026-03-02 21:48:05.535650,cancelled,credit card,2026-03-02 21:48:05.535650
dedc130b-c354-40fe-aa70-5acac1f38539,43ed56e1-4c68-4215-9127-08a5cfb3e3f9,2026-02-24 18:05:51.772075,pending,credit card,2026-02-24 18:05:51.772075
